iter	Logloss
233	0.2124494732
234	0.211933056
235	0.211671995
236	0.2112560807
237	0.2110324955
238	0.2106517193
239	0.2101962557
240	0.2095029461
241	0.2090667433
242	0.2084850854
243	0.2082368331
244	0.2079049936
245	0.2074425624
246	0.2069924932
247	0.2064586771
248	0.2061131989
249	0.2055819939
250	0.2052323329
251	0.2046252987
252	0.2042239741
253	0.2037697886
254	0.2033363421
255	0.2030541529
256	0.2027435551
257	0.2024349178
258	0.2020718791
259	0.2018441451
260	0.2013269223
261	0.2008598556
262	0.2003385546
263	0.1999007174
264	0.199445504
265	0.1990593443
266	0.1985402881
267	0.1983193719
268	0.1978449388
269	0.1975733571
270	0.1972302995
271	0.1968172507
272	0.1965662533
273	0.1962022425
274	0.1958493686
275	0.1954546404
276	0.1950780045
277	0.1948151742
278	0.194511068
279	0.1941171364
280	0.1937915975
281	0.1935216474
282	0.1932193392
283	0.1929199965
284	0.1926762511
285	0.1922796804
286	0.1918433447
287	0.1913913216
288	0.1910010028
289	0.1905974756
290	0.1901943624
291	0.1898831944
292	0.189416622
293	0.1890976487
294	0.1886578767
295	0.1883096879
296	0.1878269141
297	0.1874909987
298	0.1871724496
299	0.1869562248
300	0.1865985967
301	0.1862363182
302	0.1859902743
303	0.1856034542
304	0.1852630501
305	0.1849775901
306	0.1846911107
307	0.1842380361
308	0.1839737621
309	0.1836836434
310	0.1834699573
311	0.183171132
312	0.1828316864
313	0.1824474566
314	0.1820876465
315	0.1817838888
316	0.1815688922
317	0.1810306247
318	0.1806320857
319	0.1803676206
320	0.1799662269
321	0.1796892062
322	0.1794413487
323	0.1789481358
324	0.1784678096
325	0.1781801359
326	0.1779071137
327	0.177458488
328	0.1771597178
329	0.1768226087
330	0.1763908831
331	0.1759255758
332	0.1755774413
333	0.1752395744
334	0.1749924649
335	0.17480301
336	0.1746319492
337	0.1743486465
338	0.1740852065
339	0.1736740946
340	0.1732902462
341	0.1728977422
342	0.1725749376
343	0.1722755923
344	0.1719953261
345	0.1717888841
346	0.1714604264
347	0.1711194841
348	0.1708450321
349	0.1706685991
350	0.1704403429
351	0.1701880535
352	0.169931672
353	0.1696924706
354	0.1694596127
355	0.1692683527
356	0.1690113883
357	0.1687377855
358	0.168437243
359	0.1681945897
360	0.167966887
361	0.1676331199
362	0.1673553616
363	0.1672061276
364	0.1669939196
365	0.1668402085
366	0.1665680356
367	0.1663060177
368	0.166150712
369	0.165842592
370	0.1655968411
371	0.1653411698
372	0.1651261719
373	0.1648589442
374	0.1645423259
375	0.1643734847
376	0.1640824307
377	0.1638923225
378	0.1636142356
379	0.1633704054
380	0.1629681714
381	0.1626877712
382	0.1624484399
383	0.1621833005
384	0.16184791
385	0.161427018
386	0.1612776299
387	0.1609492972
388	0.160776787
389	0.1604658918
390	0.1601592649
391	0.1597970665
392	0.1595242798
393	0.1590787815
394	0.1587869943
395	0.1585352348
396	0.1582418575
397	0.1580269751
398	0.1577784502
399	0.1574487335
400	0.1571821
401	0.1569139139
402	0.1566684265
403	0.156454284
404	0.1562184581
405	0.1560266731
406	0.1556262779
407	0.1552515898
408	0.1550426694
409	0.1547904846
410	0.1545141042
411	0.15438928
412	0.1540608657
413	0.153726371
414	0.1535383569
415	0.1532941163
416	0.1531147144
417	0.1529414883
418	0.1526866574
419	0.1523980769
420	0.152249446
421	0.1519897929
422	0.151775361
423	0.1516288215
424	0.1515023488
425	0.1512541406
426	0.1510419246
427	0.1507391154
428	0.1505654324
429	0.1502891932
430	0.1499433649
431	0.1497499397
432	0.149625152
433	0.1492670238
434	0.1489942332
435	0.148794137
436	0.1485982893
437	0.1484389129
438	0.1482305627
439	0.1480090671
440	0.1476203425
441	0.1474814079
442	0.1472228647
443	0.1469187749
444	0.1466021844
445	0.1463880264
446	0.1461713475
447	0.1460116557
448	0.1457908609
449	0.1456470201
450	0.1454892876
451	0.1452988839
452	0.145106999
453	0.1449206239
454	0.1446470157
455	0.1444406902
456	0.1442798255
457	0.1441161407
458	0.1438606687
459	0.1434809507
460	0.1432097803
461	0.142936644
462	0.1426356125
463	0.142422341
464	0.1421941807
465	0.1420372953
466	0.1418215971
467	0.1416088201
468	0.1413833639
469	0.141177332
470	0.1409353561
471	0.1408275859
472	0.140603182
473	0.1404530086
474	0.1402155385
475	0.1399681601
476	0.1396062179
477	0.1393975041
478	0.1392290854
479	0.1390341869
480	0.1387568464
481	0.138473242
482	0.1383083064
483	0.1380675647
484	0.1378114206
485	0.1375296188
486	0.1373193978
487	0.1371622169
488	0.1369146507
489	0.1366027267
490	0.1364152402
491	0.136213675
492	0.1360232549
493	0.135928818
494	0.1356186655
495	0.1354921611
496	0.1352716067
497	0.1350708385
498	0.1348060593
499	0.1346612836
500	0.1344956188
501	0.1343459435
502	0.1340915489
503	0.1339173063
504	0.1337832517
505	0.1336235483
506	0.1334390033
507	0.1332608421
508	0.1330389591
509	0.1328373932
510	0.1325572005
511	0.1323570301
512	0.132097273
513	0.1319571801
514	0.1316648795
515	0.1314039244
516	0.1312249273
517	0.1309718621
518	0.1307788826
519	0.1305889329
520	0.1304341688
521	0.1301421096
522	0.1300438172
523	0.1297918193
524	0.1296713967
525	0.1294464965
526	0.1293517473
527	0.1291305367
528	0.1290214587
529	0.1288599733
530	0.1286975884
531	0.1285255382
532	0.1283852332
533	0.1282101521
534	0.1280286925
535	0.1277931857
536	0.1276811376
537	0.1275513299
538	0.1273174644
539	0.1271341194
540	0.1269824199
541	0.1267396142
542	0.126476671
543	0.1263890792
544	0.1261132426
545	0.1259448448
546	0.1256760389
547	0.1255723266
548	0.1254255306
549	0.1251925212
550	0.1250009728
551	0.1247435604
552	0.1244110713
553	0.1241826912
554	0.124021743
555	0.1238171277
556	0.12363795
557	0.1234507986
558	0.1233105346
559	0.1230528555
560	0.1228607939
561	0.1227153733
562	0.1225704573
563	0.1224672565
564	0.1223694739
565	0.1221764413
566	0.1219874287
567	0.1217522089
568	0.1216008675
569	0.1214320651
570	0.1213010847
571	0.1211678108
572	0.1209757589
573	0.1208204456
574	0.1206119401
575	0.1204614663
576	0.1202706858
577	0.1200492481
578	0.1198197216
579	0.1196219916
580	0.1194434859
581	0.1192353752
582	0.1191241336
583	0.1189843765
584	0.1188288576
585	0.118622449
586	0.1184489449
587	0.1183403735
588	0.1181932382
589	0.1180448307
590	0.1179242973
591	0.1177500813
592	0.1175759296
593	0.1173839494
594	0.1172315586
595	0.1170569736
596	0.1169104298
597	0.1168026087
598	0.1166367093
599	0.1165368499
600	0.1164115139
601	0.1162796282
602	0.1160949456
603	0.116001856
604	0.1158360591
605	0.1157306887
606	0.1155722572
607	0.1153921349
608	0.1152549241
609	0.1151014131
610	0.1148987474
611	0.1146964447
612	0.1145848276
613	0.1143909375
614	0.1142753887
615	0.1140817573
616	0.1139226265
617	0.1137959861
618	0.1136071633
619	0.1134519429
620	0.1133823178
621	0.113211608
622	0.1130846862
623	0.1129502766
624	0.1128294484
625	0.1126054935
626	0.1124224373
627	0.1122310535
628	0.1119693444
629	0.1118165589
630	0.1116246627
631	0.1115655283
632	0.1114035181
633	0.1112854149
634	0.1111568129
635	0.1109630284
636	0.1107744302
637	0.1105528926
638	0.1104128684
639	0.1102937855
640	0.110134629
641	0.1099547703
642	0.109853827
643	0.1097116668
644	0.1095660141
645	0.1093812301
646	0.1092711796
647	0.109040006
648	0.1088552959
649	0.1087502404
650	0.1085845685
651	0.1084984329
652	0.1083856175
653	0.1082800542
654	0.1082027845
655	0.1080930157
656	0.1079697905
657	0.1078891086
658	0.1077482534
659	0.1076013004
660	0.1074756857
661	0.1073397436
662	0.1072080963
663	0.1071050112
664	0.1069984605
665	0.1067795827
666	0.1067145969
667	0.1065633714
668	0.1065032543
669	0.1063984852
670	0.1062657106
671	0.1061586643
672	0.1060739726
673	0.1059697813
674	0.1058661792
675	0.1057129844
676	0.1055886342
677	0.1054063488
678	0.1053213375
679	0.105186735
680	0.1050733592
681	0.1048962734
682	0.1048035323
683	0.1047041484
684	0.1045803086
685	0.104444066
686	0.1042460353
687	0.1041110691
688	0.1040444352
689	0.1038733928
690	0.1037554287
691	0.103586421
692	0.1034778699
693	0.1033134795
694	0.1031760007
695	0.1030306565
696	0.1028597086
697	0.1026984994
698	0.1025295416
699	0.1024174444
700	0.1023603219
701	0.1023022911
702	0.1021533766
703	0.1020328988
704	0.1018769121
705	0.1017261289
706	0.1016397859
707	0.1015619027
708	0.1014506924
709	0.1013898536
710	0.1012747353
711	0.1011178684
712	0.1010238813
713	0.1009596847
714	0.1008851003
715	0.1007749234
716	0.1006577103
717	0.1005353054
718	0.1003913071
719	0.1002699564
720	0.1001291597
721	0.1000062574
722	0.09990955417
723	0.09976222604
724	0.09962582984
725	0.09952386997
726	0.09945276911
727	0.09929923205
728	0.0992073484
729	0.09906197045
730	0.09889385188
731	0.09870564029
732	0.0985606115
733	0.09842097445
734	0.0983166155
735	0.09819299321
736	0.09806321453
737	0.09800633926
738	0.09791113025
739	0.09776723802
740	0.09763060224
741	0.09745823264
742	0.09728898039
743	0.09717701083
744	0.09706379978
745	0.09701095673
746	0.0968989873
747	0.09679307494
748	0.09664362119
749	0.09654321022
750	0.09645354044
751	0.09632966737
752	0.09623038796
753	0.09605057281
754	0.09594221313
755	0.09581603942
756	0.09572312354
757	0.09559826625
758	0.09553585128
759	0.09541171779
760	0.09526145137
761	0.09520498313
762	0.09511852087
763	0.09499063137
764	0.09488725608
765	0.09472855927
766	0.09464511134
767	0.09449919097
768	0.09440993798
769	0.09435079945
770	0.09421755714
771	0.09409826321
772	0.09399343698
773	0.09391158153
774	0.09381776122
775	0.09375837225
776	0.09362236326
777	0.09349564987
778	0.09335238394
779	0.09324173538
780	0.0931270378
781	0.09298950546
782	0.09287197269
783	0.09281488278
784	0.09273275434
785	0.09268013208
786	0.09258116583
787	0.09248996901
788	0.0924090837
789	0.0922901668
790	0.09223011298
791	0.09216085273
792	0.09203435753
793	0.09194168436
794	0.09184295072
795	0.09176914118
796	0.09169002761
797	0.09164264762
798	0.09152491031
799	0.09138969145
800	0.09133966932
801	0.09125845644
802	0.09109105066
803	0.09096657635
804	0.09086699151
805	0.09075416596
806	0.09066972391
807	0.09058870231
808	0.09041171422
809	0.09034705087
810	0.09025826454
811	0.09015566312
812	0.09005853453
813	0.08992988209
814	0.08985516957
815	0.0897116618
816	0.08962389835
817	0.0895612317
818	0.08940771958
819	0.08934716912
820	0.08927826779
821	0.08916002953
822	0.08905070477
823	0.08898650281
824	0.08890173435
825	0.088830497
826	0.08877835164
827	0.08870704727
828	0.08858220939
829	0.08846198508
830	0.08837314854
831	0.08823160777
832	0.08816215165
833	0.08806608331
834	0.0880158824
835	0.08791820299
836	0.08786609118
837	0.08772985518
838	0.08762752026
839	0.08751147121
840	0.0873320421
841	0.08726049412
842	0.08716756553
843	0.0870872462
844	0.08696365261
845	0.08687077539
846	0.08679341095
847	0.08671078368
848	0.08657514011
849	0.08647272279
850	0.08633094066
851	0.08619388386
852	0.08606340844
853	0.08598344258
854	0.08589633085
855	0.08580532108
856	0.08572168214
857	0.08558811971
858	0.08550047287
859	0.08545175876
860	0.0853429008
861	0.08525262125
862	0.08519236816
863	0.08511601581
864	0.08501289164
865	0.08493389967
866	0.08488628687
867	0.08482544306
868	0.08474693503
869	0.08468126096
870	0.08459676412
871	0.08450113265
872	0.08438907947
873	0.08431907766
874	0.08422494529
875	0.08413303609
876	0.08400531976
877	0.08383195919
878	0.0837045371
879	0.08359088146
880	0.08350262075
881	0.08336741255
882	0.08324268875
883	0.08311223287
884	0.08299157162
885	0.08289296955
886	0.08279573726
887	0.08272798164
888	0.08267777854
889	0.08255638352
890	0.08247582926
891	0.08239006839
892	0.08231660193
893	0.08221479863
894	0.08205357718
895	0.0819772609
896	0.08190364708
897	0.08184645203
898	0.0817767644
899	0.08171420699
900	0.08166965776
901	0.08161222163
902	0.08154818171
903	0.08147739613
904	0.08140014352
905	0.0813308998
906	0.0812732066
907	0.08122703845
908	0.08110863712
909	0.08095020695
910	0.08083617913
911	0.08073108695
912	0.08061407753
913	0.08053756211
914	0.08040746748
915	0.08034557722
916	0.08022900864
917	0.08014529332
918	0.08004383952
919	0.0799643964
920	0.07985489888
921	0.07982018049
922	0.07974440607
923	0.07967460354
924	0.07956389172
925	0.07950586617
926	0.07938435105
927	0.07935921429
928	0.07926460863
929	0.07919378117
930	0.07907776211
931	0.07898674811
932	0.0789035556
933	0.07884775445
934	0.07873880494
935	0.07866148628
936	0.07850455281
937	0.07841854847
938	0.07837214948
939	0.07835634479
940	0.07828879363
941	0.07821364252
942	0.07814858493
943	0.0780386562
944	0.07793374116
945	0.0778536222
946	0.07780569051
947	0.07772674656
948	0.07765557547
949	0.07762265301
950	0.07756810687
951	0.07751429224
952	0.0774468133
953	0.0774063482
954	0.07728252589
955	0.07722596337
956	0.07713307795
957	0.07706701434
958	0.0770042513
959	0.07689093526
960	0.07682315067
961	0.07675984712
962	0.07670340395
963	0.07666490051
964	0.07657837137
965	0.07655840528
966	0.07645778513
967	0.07640357161
968	0.07632517705
969	0.07627760271
970	0.07620897696
971	0.07614892226
972	0.07609487495
973	0.07598190731
974	0.07592754562
975	0.07586896105
976	0.07577570161
977	0.07564574695
978	0.07555811836
979	0.07546800645
980	0.07537907686
981	0.07530378032
982	0.07524215164
983	0.07518876876
984	0.07513222373
985	0.07502545456
986	0.07495385658
987	0.07486294334
988	0.0747591445
989	0.07466063397
990	0.07461922059
991	0.07456402669
992	0.07450697934
993	0.07440553456
994	0.07433663555
995	0.07423384934
996	0.07420012404
997	0.07413009327
998	0.07403518703
999	0.07396859221

	0.06595261111
996	0.06586333448
997	0.06582375543
998	0.06580174113
999	0.06573451986
